"dcg"
{
	// General Strings
	"OK"											"ОК"
	"DCG_ChatWheel_CreepPhrase_2"					"Почти!"
	"DCG_ChatWheel_CreepPhrase_3"					"Ой-ой"
	"DCG_ChatWheel_CreepPhrase_4"					"Гр-р"
	"DCG_ChatWheel_CreepPhrase_5"					"..."
	"DCG_ChatWheel_CreepPhrase_6"					"Самоотверженная оборона!"
	"DCG_ChatWheel_CreepPhrase_7"					"Вперёд!"
	"DCG_ChatWheel_ImprovementPhrase_1"				"Ну, давай!"
	"DCG_ChatWheel_ImprovementPhrase_2"				"Я ещё здесь!"
	"DCG_ChatWheel_ImprovementPhrase_3"				"Это не поможет..."
	"DCG_ChatWheel_ImprovementPhrase_4"				"<i>(вздох)</i>"
	"DCG_ChatWheel_ImprovementPhrase_5"				"..."
	"DCG_ChatWheel_ImprovementPhrase_6"				"Не забудь про меня!"
	"DCG_ChatWheel_ImprovementPhrase_7"				"Жду указаний!"
	"DCG_ChatWheel_AllowCustom"						"<i>НАЖМИТЕ, ЧТОБЫ ПОКАЗАТЬ СООБЩЕНИЕ</i>"
	
	"DCG_ChatWheel_YoureDead"						"Умри!"
	"DCG_ChatWheel_Unimpressed"						"М-да..."
	"DCG_ChatWheel_NotOver"							"Ну, давай!"
	"DCG_ChatWheel_ComingForYou"					"А вот и я"
	"DCG_ChatWheel_UhOh"							"Ой-ой..."
	"DCG_ChatWheel_NeverGiveUp"						"Это ещё не конец"
	"DCG_ChatWheel_GiveUp"							"Сдавайся!"
	"DCG_ChatWheel_Thanks"							"Спасибо"
	"DCG_ChatWheel_IMessedUp"						"Упс"
	"DCG_ChatWheel_YouMessedUp"						"Большая ошибка"
	"DCG_ChatWheel_ThisIsBad"						"Всё плохо"
	"DCG_ChatWheel_LookOnTheBrightSide"				"Могло быть хуже"
	"DCG_ChatWheel_WhosNext"						"Что дальше?"
	

	"DCG_ChatWheel_HelperText"						"Выберите фразу"

	"DCG_IngameDeckList_CardsInDeck"				"Карт в колоде: {d:cards_in_deck}"
	"DCG_IngameDeckList_ToggleDisplay"				">>"

	"DCG_PlayerInfo_YourTurn"						"Ваш Ход"
	"DCG_PlayerInfo_OpponentsTurn"					"Ход Противника"
	"DCG_PlayerInfo_PressToWin"						"Нажмите Чтобы Выиграть"

	// Challenge Friend
	"DCG_FriendsOnline"								"Играет в Artifact"
	"DCG_ChallengeFriend"							"Бросить вызов"
	"DCG_ChallengeFriend_CanNotMatchmake"			"В данный момент начать игру невозможно. Повторите попытку позже."
	"DCG_ChallengeFriend_InMatch"					"Ваш друг уже находится в игре"
	"DCG_ChallengeFriend_InternalError"				"Невозможно бросить вызов. Внутренняя ошибка"
	"DCG_ChallengeFriend_NotFriend"					"Можно бросить вызов только игрокам из списка друзей"
	"DCG_ChallengeFriend_Offline"					"Ваш друг не в сети"
	"DCG_ChallengeFriend_Waiting"					"Ожидание подтверждения от друга"
	"DCG_ChallengeFriend_Challenged"				"{g:dcg_persona:challenger} бросает вам вызов!"
	"DCG_ChallengeFriend_AlreadyInGame"				"Нельзя бросить вызов во время игры"
	"DCG_ChallengeFriend_PlayerOffline"				"Игрок больше не в сети"
	"DCG_ChallengeFriend_ChallengedCanceled"		"{g:dcg_persona:challenger} отклоняет ваш вызов."
	"DCG_ChallengeFriend_ChallengerCanceled"		"{g:dcg_persona:challenger} отклоняет ваш вызов"
	"DCG_ChallengeFriend_PlayerHasChallenge"		"Игрок уже получил вызов, ожидающий подтверждения"
	"DCG_ChallengeFriend_PlayerInMatch"				"Этот игрок уже находится в игре"
	"DCG_ChallengeFriend_InvalidVersion"			"Ваша версия клиента устарела. Обновите клиент и повторите попытку."

	"DCG_Notification_PrivateLobbyChallengeHeader"	"{g:dcg_persona:account_id}"
	"DCG_Notification_PrivateLobbyChallenge"		"предлагает вам сыграть."
	"DCG_Notification_InvitedToTourneyHeader"		"Приглашение: {g:dcg_tourney_name:tourney_id}"
	"DCG_Notification_InvitedToTourney"				"Приглашение от {g:dcg_persona:account_id}"
	"DCG_Notification_FriendLookingToPlayHeader"	"{g:dcg_persona:account_id}"
	"DCG_Notification_FriendLookingToPlay"			"хочет сыграть."
	"DCG_Notification_GauntletHeader"				"Состязание: {s:gauntlet_type}"
	"DCG_Notification_GauntletDescription"			"Продолжить текущее состязание"
	"DCG_Notification_RegisterTourneyDeck_Header"	"{g:dcg_tourney_name:tourney_id}"
	"DCG_Notification_RegisterTourneyDeck_Desc"		"Пожалуйста, зарегистрируйте колоду."
	"DCG_Notification_TourneyMatchReady_Header"		"{g:dcg_tourney_name:tourney_id}"
	"DCG_Notification_TourneyMatchReady_Desc"		"Можно начать следующую игру."
	"DCG_Notification_TourneyOpponentReady_Header"	"{g:dcg_tourney_name:tourney_id}"
	"DCG_Notification_TourneyOpponentReady_Desc"	"Ваш противник ждёт начала игры."
	"DCG_Notification_FindGauntletMatch"			"Найти игру"
	"DCG_Notification_Accept"						"Принять"
	"DCG_Notification_Decline"						"Отклонить"
	"DCG_Notification_View"							"Показать"
	"DCG_Notification_Dismiss"						"Закрыть"
	"DCG_Notification_Play"							"Играть"
	"DCG_Notification_RegisterDeck"					"Зарегистрировать"

	"DCG_SteamChat_Tooltip"							"Чат Steam"
	"DCG_SteamFriends_Tooltip"						"Друзья в Steam"
	"DCG_LookingToPlay_Tooltip"						"Открытые игры"
	"DCG_LookingToPlay_LobbyInviteActive"			"Ожидание противника"
	"DCG_EventTickets_Tooltip"						"Входных билетов: {d:event_tickets}"
	"DCG_UnopenedPacks_Tooltip"						"Неоткрытых комплектов: {d:unopened_packs}"
	"DCG_DeckBuilderUnopenedPacks_Tooltip"			"Открыть редактор колод"

	"DCG_FindingMatch_Unlock"						"Разблокировать"
	"DCG_FindingMatch_Searching"					"Поиск…"
	"DCG_FindingMatch_Default"						"Поиск игры..."
	"DCG_FindingMatch_Gauntlet"						"Поиск игры в состязании..."
	"DCG_FindingMatch_Tournament"					"Поиск турнирной игры..."
	"DCG_Popup_AlreadySearching_Header"				"Остановить поиск?"
	"DCG_Popup_AlreadySearching_Body"				"Вы уже ищете другую игру. Остановить текущий поиск и начать новый?"

	"DCG_OpenPlay_OpenGames"						"Открытые игры"
	"DCG_OpenPlay_CreateNewBeacon"					"Создать открытую игру"	
	"DCG_OpenPlay_FriendBeaconInfo"					"Играют в Artifact: {d:playing_now}"
	"DCG_OpenPlay_Create"							"Создать"
	"DCG_OpenPlay_CreateHeader"						"Создать открытую игру"
	"DCG_OpenPlay_GameDescription"					"Описание игры:"
	"DCG_OpenPlay_CreateSteamFriends"				"Ваши друзья в Steam"
	"DCG_OpenPlay_Join"								"ВОЙТИ"
	"DCG_OpenPlay_FriendGame"						"Друг в Steam"
	"DCG_OpenPlay_Groups"							"Чаты групп Steam"
	"DCG_OpenPlay_GroupPickerDescription"			"Выберите, кто может видеть вашу открытую игру:"
	"DCG_OpenPlay_GameDescriptionPlaceholder"		"(необязательно) Подобранный «Зов битвы», только обычные, красные против зелёных и др."

	"DCG_ReplayControls_Title"						"ЗАПИСЬ"
	"DCG_ReplayControls_Step"						"Шаг"
	"DCG_ReplayControls_TurnGlossary"				"• Глоссарий •"
	"DCG_ReplayControls_Round"						"Раунд {i:round_number}"
	"DCG_ReplayControls_ShopAndDeploy"				"Покупки и размещение"
	"DCG_ReplayControls_Lane"						"Линия"
	"DCG_ReplayControls_TogglePause"				"Пауза"
	"DCG_ReplayControls_ChangeSpeed"				"Изменение скорости воспроизведения"
	"DCG_ReplayControls_PleaseWait"					"Подождите"
	"DCG_ReplayControls_CardPlay"					"Розыгрыш карты"
	"DCG_ReplayControls_ClickToShow"				"Показать"
	"DCG_ReplayControls_ClickToHide"				"Скрыть"

	"DCG_PlayGame_AbandonLobbyTitle"				"Выход из игры"
	"DCG_PlayGame_AbandonLobbyText"					"Подождите"
	"DCG_DBPlay_AbandonGame"						"Покинуть игру"
	"DCG_DBPlay_AbandonConfirm"						"Вы уверены, что хотите покинуть эту игру?"
	"DCG_DBPlay_ReconnectGame"						"Вернуться в игру"
	"DCG_DBPlay_Title"								"Играть"
	"DCG_DBPlayRanked_Title"						"Рейтинговая игра"
	"DCG_DBPlay_PlayAI"								"Тренировка с ботами"
	"DCG_DBPlay_FindOpponent"						"Товарищеская игра"
	"DCG_DBPlay_MatchHistory"						"История игр"
	"DCG_DBPlay_PlayerStats"						"Статистика игрока"
	"DCG_DBPlay_RecentAchievements"					"Достижения"
	"DCG_DBPlay_ProfileProgress"					"Прогресс профиля"
	"DCG_DBPlay_FindTournament"						"Турнирная игра"
	"DCG_DBPlay_CreateLobby"						"Создать лобби"
	"DCG_DBPlay_TournamentDeck"						"Зарегистрировать турнирную колоду"
	"DCG_DBPlay_TournamentBracket"					"Турнирные сетки"
	"DCG_TournamentBracket"							"Турнирная сетка"
	"DCG_Tournament_Bye"							"АВТОПОБЕДА"
	"DCG_SwissRoundLabel"							"Раунд {i:RoundNumber}"
	"DCG_Tournament_Live"							"Идёт"
	"DCG_Tourney_SwissTieBreakers"					"Тай-брейки<br/><br/>Побед противника в серии: {d:op_series_pct}%<br/>Побед в игре: {d:game_win_pct}%<br/>Побед противника в игре: {d:op_game_pct}%<br/><br/>(минимальный личный счёт: 33%)"

	"DCG_DBTournament_NoTournament"					"В данный момент нет активных турниров."
	"DCG_DBRanked_Title"							"Ранг состязаний"
	"DCG_DBRanked_FindMatch"						"Найти игру"

	"DCG_TrophyPopup_Congratulations"				"Поздравляем!"
	"DCG_TrophyPopup_YourTrophyLeveledUp"			"{s:trophy_type} повышен!"
	"DCG_TrophyPopup_TrophyLevel"					"{s:trophy_type}: {d:trophy_level}"
	"DCG_TrophyPopup_Dismiss"						"Закрыть"

	"DCG_Gauntlet_LevelName"						"Уровень состязания"
	"DCG_Gauntlet_PerfectRunName"					"Идеальных состязаний"

	"DCG_DBWatch_Title"								"Смотреть запись"
	"DCG_DBWatch_MatchIDLabel"						"ID игры:"
	"DCG_DBWatch_LoadButton"						"Загрузить"

	"DCG_DBCollection_Title"						"Коллекция"
	"DCG_DBCollection_Collection"					"Коллекция карт"
	"DCG_DBCollection_BuildDeck"					"Собрать колоду"
	"DCG_DBCollection_NewLore"						"Вся история"
	"DCG_DBCollection_BuildTournamentDeck"			"Собрать турнирную колоду"
	"DCG_DBCollection_EnterTournament"				"Присоединится к турниру"
	"DCG_DBCollection_PlayConstructed"				"Присоединиться к чату по личным колодам"
	"DCG_Constructed_Popup_Join"					"Присоединится к чату по личным колодам"
	"DCG_Constructed_Popup_ConfirmConstructed"		"Подтвердите присоединение к чату. Игроки не из вашего списка друзей смогут кидать вам вызовы в режиме личных колод"	
	"DCG_DBCollection_LeaveConstructed"				"Покинуть чат"
